Country code,Series name,2000,2005,avg_value,median_value,std_dev
COG,Population below 5m (% of total),0.9661633,34706526643.07122,17353263322.018692,17353263322.018692,14168880169.577906
COK,Population below 5m (% of total),61.97115,34706526643.07122,17353263352.521187,17353263352.521187,14168880144.672724
COL,Population below 5m (% of total),2.004576,34706526643.07122,17353263322.5379,17353263322.5379,14168880169.153975
COM,Population below 5m (% of total),14.03701,34706526643.07122,17353263328.554115,17353263328.554115,14168880164.241755
CPV,Population below 5m (% of total),13.8443,34706526643.07122,17353263328.45776,17353263328.45776,14168880164.320429
CRI,Population below 5m (% of total),0.8397314,34706526643.07122,17353263321.955475,17353263321.955475,14168880169.62952
CUB,Population below 5m (% of total),10.03804,34706526643.07122,17353263326.55463,17353263326.55463,14168880165.874329
CUW,Population below 5m (% of total),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CYM,Population below 5m (% of total),59.59201,34706526643.07122,17353263351.331615,17353263351.331615,14168880145.644003
CYP,Population below 5m (% of total),9.662172,34706526643.07122,17353263326.366695,17353263326.366695,14168880166.027775
CZE,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
DEU,Population below 5m (% of total),4.417399,34706526643.07122,17353263323.74431,17353263323.74431,14168880168.168945
DJI,Population below 5m (% of total),7.627246,34706526643.07122,17353263325.34923,17353263325.34923,14168880166.85853
DMA,Population below 5m (% of total),10.43414,34706526643.07122,17353263326.75268,17353263326.75268,14168880165.712622
DNK,Population below 5m (% of total),18.50849,34706526643.07122,17353263330.789856,17353263330.789856,14168880162.41628
DOM,Population below 5m (% of total),2.983391,34706526643.07122,17353263323.027306,17353263323.027306,14168880168.754375
DZA,Population below 5m (% of total),3.529982,34706526643.07122,17353263323.300602,17353263323.300602,14168880168.531229
EAP,Population below 5m (% of total),10.3259781772797,34706526643.07122,17353263326.6986,17353263326.6986,14168880165.756779
ECA,Population below 5m (% of total),3.00256216436725,34706526643.07122,17353263323.036892,17353263323.036892,14168880168.74655
ECU,Population below 5m (% of total),7.301979,34706526643.07122,17353263325.1866,17353263325.1866,14168880166.991322
EGY,Population below 5m (% of total),25.60711,34706526643.07122,17353263334.339165,17353263334.339165,14168880159.518282
EMU,Population below 5m (% of total),8.46660741566535,34706526643.07122,17353263325.768913,17353263325.768913,14168880166.515863
ERI,Population below 5m (% of total),1.231078,34706526643.07122,17353263322.15115,17353263322.15115,14168880169.469755
ESP,Population below 5m (% of total),6.608603,34706526643.07122,17353263324.839912,17353263324.839912,14168880167.27439
EST,Population below 5m (% of total),7.198966,34706526643.07122,17353263325.135094,17353263325.135094,14168880167.033375
ETH,Population below 5m (% of total),0.3947973,34706526643.07122,17353263321.73301,17353263321.73301,14168880169.811165
FIN,Population below 5m (% of total),4.366244,34706526643.07122,17353263323.71873,17353263323.71873,14168880168.189829
FJI,Population below 5m (% of total),10.99503,34706526643.07122,17353263327.033127,17353263327.033127,14168880165.483639
FRA,Population below 5m (% of total),4.037874,34706526643.07122,17353263323.554546,17353263323.554546,14168880168.323885
FRO,Population below 5m (% of total),11.03825,34706526643.07122,17353263327.054737,17353263327.054737,14168880165.465994
FSM,Population below 5m (% of total),54.85011,34706526643.07122,17353263348.960667,17353263348.960667,14168880147.579876
GAB,Population below 5m (% of total),5.923836,34706526643.07122,17353263324.497528,17353263324.497528,14168880167.553946
GBR,Population below 5m (% of total),8.643258,34706526643.07122,17353263325.85724,17353263325.85724,14168880166.443745
GEO,Population below 5m (% of total),3.271782,34706526643.07122,17353263323.1715,17353263323.1715,14168880168.63664
GHA,Population below 5m (% of total),2.301107,34706526643.07122,17353263322.686165,17353263322.686165,14168880169.032919
GIB,Population below 5m (% of total),99.99999,34706526643.07122,17353263371.535606,17353263371.535606,14168880129.147516
GIN,Population below 5m (% of total),3.629523,34706526643.07122,17353263323.350372,17353263323.350372,14168880168.490593
GMB,Population below 5m (% of total),33.41145,34706526643.07122,17353263338.241337,17353263338.241337,14168880156.332174
GNB,Population below 5m (% of total),18.79771,34706526643.07122,17353263330.934464,17353263330.934464,14168880162.298206
GNQ,Population below 5m (% of total),2.6232,34706526643.07122,17353263322.84721,17353263322.84721,14168880168.901424
GRC,Population below 5m (% of total),9.900933,34706526643.07122,17353263326.486076,17353263326.486076,14168880165.930302
GRD,Population below 5m (% of total),21.74678,34706526643.07122,17353263332.409,17353263332.409,14168880161.094254
GRL,Population below 5m (% of total),52.18566,34706526643.07122,17353263347.62844,17353263347.62844,14168880148.667633
GTM,Population below 5m (% of total),0.3095247,34706526643.07122,17353263321.690372,17353263321.690372,14168880169.845978
GUM,Population below 5m (% of total),26.57009,34706526643.07122,17353263334.820656,17353263334.820656,14168880159.125145
GUY,Population below 5m (% of total),31.30113,34706526643.07122,17353263337.186176,17353263337.186176,14168880157.193708
HIC,Population below 5m (% of total),7.73057892586403,34706526643.07122,17353263325.400898,17353263325.400898,14168880166.816345
HKG,Population below 5m (% of total),26.17461,34706526643.07122,17353263334.622913,17353263334.622913,14168880159.286602
HND,Population below 5m (% of total),2.165212,34706526643.07122,17353263322.618217,17353263322.618217,14168880169.088396
HRV,Population below 5m (% of total),3.386141,34706526643.07122,17353263323.22868,17353263323.22868,14168880168.589952
HTI,Population below 5m (% of total),5.396142,34706526643.07122,17353263324.23368,17353263324.23368,14168880167.769375
HUN,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
IDN,Population below 5m (% of total),11.165,34706526643.07122,17353263327.11811,17353263327.11811,14168880165.414248
IMY,Population below 5m (% of total),27.77264,34706526643.07122,17353263335.42193,17353263335.42193,14168880158.634207
IND,Population below 5m (% of total),3.761993,34706526643.07122,17353263323.416607,17353263323.416607,14168880168.436514
IRL,Population below 5m (% of total),6.624217,34706526643.07122,17353263324.847717,17353263324.847717,14168880167.268015
IRN,Population below 5m (% of total),4.978386,34706526643.07122,17353263324.024803,17353263324.024803,14168880167.939922
IRQ,Population below 5m (% of total),6.488134,34706526643.07122,17353263324.77968,17353263324.77968,14168880167.32357
ISL,Population below 5m (% of total),13.08911,34706526643.07122,17353263328.080166,17353263328.080166,14168880164.628733
ISR,Population below 5m (% of total),8.257503,34706526643.07122,17353263325.66436,17353263325.66436,14168880166.601229
ITA,Population below 5m (% of total),7.540614,34706526643.07122,17353263325.305916,17353263325.305916,14168880166.893898
JAM,Population below 5m (% of total),5.845192,34706526643.07122,17353263324.458206,17353263324.458206,14168880167.58605
JOR,Population below 5m (% of total),4.187482,34706526643.07122,17353263323.629353,17353263323.629353,14168880168.262808
JPN,Population below 5m (% of total),16.22966,34706526643.07122,17353263329.65044,17353263329.65044,14168880163.34661
KAZ,Population below 5m (% of total),3.880005,34706526643.07122,17353263323.475613,17353263323.475613,14168880168.388334
KEN,Population below 5m (% of total),1.351918,34706526643.07122,17353263322.21157,17353263322.21157,14168880169.420422
KGZ,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
KHM,Population below 5m (% of total),10.57913,34706526643.07122,17353263326.825176,17353263326.825176,14168880165.653429
KIR,Population below 5m (% of total),95.22124,34706526643.07122,17353263369.14623,17353263369.14623,14168880131.09843
KNA,Population below 5m (% of total),22.11966,34706526643.07122,17353263332.59544,17353263332.59544,14168880160.942028
KOR,Population below 5m (% of total),4.960352,34706526643.07122,17353263324.015785,17353263324.015785,14168880167.947285
KSV,Population below 5m (% of total),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
KWT,Population below 5m (% of total),22.78367,34706526643.07122,17353263332.927444,17353263332.927444,14168880160.670946
LAC,Population below 5m (% of total),3.79058846487313,34706526643.07122,17353263323.430904,17353263323.430904,14168880168.424839
LAO,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
LBN,Population below 5m (% of total),9.114946,34706526643.07122,17353263326.093082,17353263326.093082,14168880166.251179
LBR,Population below 5m (% of total),3.345975,34706526643.07122,17353263323.2086,17353263323.2086,14168880168.606352
LBY,Population below 5m (% of total),4.712481,34706526643.07122,17353263323.89185,17353263323.89185,14168880168.048477
LCA,Population below 5m (% of total),8.024293,34706526643.07122,17353263325.547756,17353263325.547756,14168880166.696436
LIC,Population below 5m (% of total),5.09273420958296,34706526643.07122,17353263324.081978,17353263324.081978,14168880167.89324
LIE,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
LKA,Population below 5m (% of total),5.442259,34706526643.07122,17353263324.25674,17353263324.25674,14168880167.750546
LMC,Population below 5m (% of total),6.4954313226019,34706526643.07122,17353263324.783325,17353263324.783325,14168880167.320591
LMY,Population below 5m (% of total),6.32430146994584,34706526643.07122,17353263324.69776,17353263324.69776,14168880167.390453
LSO,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
LTU,Population below 5m (% of total),4.010017,34706526643.07122,17353263323.54062,17353263323.54062,14168880168.335257
LUX,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
LVA,Population below 5m (% of total),23.94287,34706526643.07122,17353263333.507046,17353263333.507046,14168880160.197704
MAC,Population below 5m (% of total),79.89817,34706526643.07122,17353263361.484695,17353263361.484695,14168880137.35405
MAF,Population below 5m (% of total),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
MAR,Population below 5m (% of total),3.750314,34706526643.07122,17353263323.410767,17353263323.410767,14168880168.44128
MCO,Population below 5m (% of total),99.99999,34706526643.07122,17353263371.535606,17353263371.535606,14168880129.147516
MDA,Population below 5m (% of total),0.9401972,34706526643.07122,17353263322.00571,17353263322.00571,14168880169.588505
MDG,Population below 5m (% of total),2.034768,34706526643.07122,17353263322.552994,17353263322.552994,14168880169.14165
MDV,Population below 5m (% of total),100.0,34706526643.07122,17353263371.53561,17353263371.53561,14168880129.147512
MEX,Population below 5m (% of total),2.712069,34706526643.07122,17353263322.891644,17353263322.891644,14168880168.86514
MHL,Population below 5m (% of total),99.42851,34706526643.07122,17353263371.249866,17353263371.249866,14168880129.380823
MIC,Population below 5m (% of total),6.50512725194147,34706526643.07122,17353263324.788174,17353263324.788174,14168880167.316633
MKD,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
MLI,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
MLT,Population below 5m (% of total),21.82335,34706526643.07122,17353263332.447285,17353263332.447285,14168880161.062996
MMR,Population below 5m (% of total),14.0232,34706526643.07122,17353263328.54721,17353263328.54721,14168880164.247393
MNA,Population below 5m (% of total),9.6532884437489,34706526643.07122,17353263326.362255,17353263326.362255,14168880166.0314
MNE,Population below 5m (% of total),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
MNG,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
MNP,Population below 5m (% of total),39.28058,34706526643.07122,17353263341.1759,17353263341.1759,14168880153.936111
MOZ,Population below 5m (% of total),6.479798,34706526643.07122,17353263324.77551,17353263324.77551,14168880167.326975
MRT,Population below 5m (% of total),20.43003,34706526643.07122,17353263331.750626,17353263331.750626,14168880161.631815
MUS,Population below 5m (% of total),5.645287,34706526643.07122,17353263324.358253,17353263324.358253,14168880167.667662
MWI,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
MYS,Population below 5m (% of total),9.478413,34706526643.07122,17353263326.27482,17353263326.27482,14168880166.102795
MYT,Population below 5m (% of total),21.56333,34706526643.07122,17353263332.317276,17353263332.317276,14168880161.169147
NAM,Population below 5m (% of total),2.903213,34706526643.07122,17353263322.987217,17353263322.987217,14168880168.78711
NCL,Population below 5m (% of total),34.28659,34706526643.07122,17353263338.678905,17353263338.678905,14168880155.9749
NER,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
NGA,Population below 5m (% of total),3.031652,34706526643.07122,17353263323.051437,17353263323.051437,14168880168.734674
NIC,Population below 5m (% of total),1.461811,34706526643.07122,17353263322.266514,17353263322.266514,14168880169.375559
NIU,Population below 5m (% of total),10.43766,34706526643.07122,17353263326.75444,17353263326.75444,14168880165.711184
NLD,Population below 5m (% of total),61.32412,34706526643.07122,17353263352.19767,17353263352.19767,14168880144.936874
NOR,Population below 5m (% of total),9.338212,34706526643.07122,17353263326.204716,17353263326.204716,14168880166.160032
NPL,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
NRU,Population below 5m (% of total),40.35881,34706526643.07122,17353263341.715015,17353263341.715015,14168880153.495924
NZL,Population below 5m (% of total),12.55922,34706526643.07122,17353263327.81522,17353263327.81522,14168880164.84506
OMN,Population below 5m (% of total),5.48451,34706526643.07122,17353263324.277866,17353263324.277866,14168880167.7333
PAK,Population below 5m (% of total),1.27542,34706526643.07122,17353263322.17332,17353263322.17332,14168880169.451653
PAN,Population below 5m (% of total),3.95295,34706526643.07122,17353263323.512085,17353263323.512085,14168880168.358555
PER,Population below 5m (% of total),1.714813,34706526643.07122,17353263322.393017,17353263322.393017,14168880169.27227
PHL,Population below 5m (% of total),10.53193,34706526643.07122,17353263326.801575,17353263326.801575,14168880165.672699
PLW,Population below 5m (% of total),55.5714,34706526643.07122,17353263349.321312,17353263349.321312,14168880147.285412
PNG,Population below 5m (% of total),2.020936,34706526643.07122,17353263322.546078,17353263322.546078,14168880169.147297
POL,Population below 5m (% of total),2.492365,34706526643.07122,17353263322.78179,17353263322.78179,14168880168.954836
PRI,Population below 5m (% of total),11.30101,34706526643.07122,17353263327.186115,17353263327.186115,14168880165.358723
PRK,Population below 5m (% of total),5.265721,34706526643.07122,17353263324.168472,17353263324.168472,14168880167.822618
PRT,Population below 5m (% of total),5.24842,34706526643.07122,17353263324.15982,17353263324.15982,14168880167.829681
PRY,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
PYF,Population below 5m (% of total),19.84311,34706526643.07122,17353263331.457165,17353263331.457165,14168880161.871424
QAT,Population below 5m (% of total),23.07667,34706526643.07122,17353263333.073944,17353263333.073944,14168880160.551329
ROM,Population below 5m (% of total),2.891963,34706526643.07122,17353263322.98159,17353263322.98159,14168880168.7917
RUS,Population below 5m (% of total),2.877748,34706526643.07122,17353263322.974483,17353263322.974483,14168880168.797504
RWA,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
SAS,Population below 5m (% of total),4.37103790666416,34706526643.07122,17353263323.72113,17353263323.72113,14168880168.187872
SAU,Population below 5m (% of total),1.021817,34706526643.07122,17353263322.04652,17353263322.04652,14168880169.555185
SDN,Population below 5m (% of total),0.2237731,34706526643.07122,17353263321.647495,17353263321.647495,14168880169.880985
SEN,Population below 5m (% of total),14.77128,34706526643.07122,17353263328.92125,17353263328.92125,14168880163.941992
SGP,Population below 5m (% of total),12.05026,34706526643.07122,17353263327.56074,17353263327.56074,14168880165.052843
SID,Population below 5m (% of total),9.8307789509,34706526643.07122,17353263326.451,17353263326.451,14168880165.95894
SLB,Population below 5m (% of total),13.39024,34706526643.07122,17353263328.230732,17353263328.230732,14168880164.505798
SLE,Population below 5m (% of total),5.057095,34706526643.07122,17353263324.06416,17353263324.06416,14168880167.90779
SLV,Population below 5m (% of total),1.723826,34706526643.07122,17353263322.397522,17353263322.397522,14168880169.26859
SMR,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
SOM,Population below 5m (% of total),2.151358,34706526643.07122,17353263322.61129,17353263322.61129,14168880169.094051
SRB,Population below 5m (% of total),0.09034837,34706526643.07122,17353263321.580784,17353263321.580784,14168880169.935457
SSA,Population below 5m (% of total),1.96225825248284,34706526643.07122,17353263322.51674,17353263322.51674,14168880169.171251
STP,Population below 5m (% of total),11.09405,34706526643.07122,17353263327.082634,17353263327.082634,14168880165.443213
SUR,Population below 5m (% of total),68.21855,34706526643.07122,17353263355.644886,17353263355.644886,14168880142.122232
SVK,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
SVN,Population below 5m (% of total),1.304086,34706526643.07122,17353263322.187653,17353263322.187653,14168880169.439949
SWE,Population below 5m (% of total),6.312298,34706526643.07122,17353263324.69176,17353263324.69176,14168880167.395355
SWZ,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
SXM,Population below 5m (% of total),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SYC,Population below 5m (% of total),41.33482,34706526643.07122,17353263342.203022,17353263342.203022,14168880153.097471
SYR,Population below 5m (% of total),0.3050168,34706526643.07122,17353263321.688118,17353263321.688118,14168880169.847818
TCA,Population below 5m (% of total),53.27269,34706526643.07122,17353263348.171955,17353263348.171955,14168880148.223856
TCD,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
TGO,Population below 5m (% of total),6.118247,34706526643.07122,17353263324.594734,17353263324.594734,14168880167.474575
THA,Population below 5m (% of total),13.77714,34706526643.07122,17353263328.42418,17353263328.42418,14168880164.347847
TJK,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
TKM,Population below 5m (% of total),5.636103,34706526643.07122,17353263324.35366,17353263324.35366,14168880167.67141
TMP,Population below 5m (% of total),4.393636,34706526643.07122,17353263323.73243,17353263323.73243,14168880168.178646
TON,Population below 5m (% of total),31.31068,34706526643.07122,17353263337.19095,17353263337.19095,14168880157.189808
TTO,Population below 5m (% of total),7.457944,34706526643.07122,17353263325.264584,17353263325.264584,14168880166.927649
TUN,Population below 5m (% of total),9.526479,34706526643.07122,17353263326.29885,17353263326.29885,14168880166.083172
TUR,Population below 5m (% of total),2.383424,34706526643.07122,17353263322.72732,17353263322.72732,14168880168.999311
TUV,Population below 5m (% of total),99.99996,34706526643.07122,17353263371.53559,17353263371.53559,14168880129.147528
TZA,Population below 5m (% of total),1.292692,34706526643.07122,17353263322.181957,17353263322.181957,14168880169.444601
UGA,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
UKR,Population below 5m (% of total),2.066859,34706526643.07122,17353263322.56904,17353263322.56904,14168880169.128548
UMC,Population below 5m (% of total),6.51409905530184,34706526643.07122,17353263324.79266,17353263324.79266,14168880167.31297
URY,Population below 5m (% of total),4.706931,34706526643.07122,17353263323.889076,17353263323.889076,14168880168.050743
USA,Population below 5m (% of total),4.102634,34706526643.07122,17353263323.586926,17353263323.586926,14168880168.297445
UZB,Population below 5m (% of total),0.000511343,34706526643.07122,17353263321.535866,17353263321.535866,14168880169.972132
VCT,Population below 5m (% of total),21.95772,34706526643.07122,17353263332.51447,17353263332.51447,14168880161.008139
VEN,Population below 5m (% of total),3.67944,34706526643.07122,17353263323.37533,17353263323.37533,14168880168.470215
VIR,Population below 5m (% of total),21.93975,34706526643.07122,17353263332.505486,17353263332.505486,14168880161.015474
VNM,Population below 5m (% of total),42.81091,34706526643.07122,17353263342.941067,17353263342.941067,14168880152.494862
VUT,Population below 5m (% of total),10.84096,34706526643.07122,17353263326.95609,17353263326.95609,14168880165.546535
WBG,Population below 5m (% of total),11.2353,34706526643.07122,17353263327.15326,17353263327.15326,14168880165.38555
WLD,Population below 5m (% of total),6.5671037939724,34706526643.07122,17353263324.81916,17353263324.81916,14168880167.291332
WSM,Population below 5m (% of total),15.64689,34706526643.07122,17353263329.359055,17353263329.359055,14168880163.584526
YEM,Population below 5m (% of total),1.844291,34706526643.07122,17353263322.457756,17353263322.457756,14168880169.219412
ZAF,Population below 5m (% of total),0.4960424,34706526643.07122,17353263321.78363,17353263321.78363,14168880169.769833
ZAR,Population below 5m (% of total),0.03694646,34706526643.07122,17353263321.554085,17353263321.554085,14168880169.957256
ZMB,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
ZWE,Population below 5m (% of total),0.0,34706526643.07122,17353263321.53561,17353263321.53561,14168880169.97234
ABW,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ADO,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
AFG,Population in urban agglomerations >1million (%),7.56597417911587,10.0104724378148,8.788223308465335,8.788223308465335,0.9979622351557278
AGO,Population in urban agglomerations >1million (%),18.6077738977694,21.4283855906303,20.01807974419985,20.01807974419985,1.1515099016728454
ALB,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ARE,Population in urban agglomerations >1million (%),29.8556679416553,31.0598083378939,30.4577381397746,30.4577381397746,0.49158825824288704
ARG,Population in urban agglomerations >1million (%),38.8482604003081,39.191235509036,39.01974795467205,39.01974795467205,0.14001900180982219
ARM,Population in urban agglomerations >1million (%),36.1269699469913,35.9988440792001,36.062907013095696,36.062907013095696,0.05230716648995834
ASM,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ATG,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
AUS,Population in urban agglomerations >1million (%),60.5057797734036,60.30018926393,60.4029845186668,60.4029845186668,0.08393197402819262
AUT,Population in urban agglomerations >1million (%),19.337393735923,19.9482224624391,19.642808099181053,19.642808099181053,0.24936978336641646
AZE,Population in urban agglomerations >1million (%),22.4385810341734,22.251362929509,22.344971981841198,22.344971981841198,0.07643147117312567
BDI,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BEL,Population in urban agglomerations >1million (%),17.3268923136949,17.5584335222864,17.44266291799065,17.44266291799065,0.09452630257941716
BEN,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BFA,Population in urban agglomerations >1million (%),7.48989020020478,9.34997682495634,8.41993351258056,8.41993351258056,0.7593771846695213
BGD,Population in urban agglomerations >1million (%),11.4812345103132,12.9445771308861,12.212905820599651,12.212905820599651,0.597407123211796
BGR,Population in urban agglomerations >1million (%),13.9983374689826,15.1016679802065,14.550002724594549,14.550002724594549,0.4504327950237773
BHR,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BHS,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BIH,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BLR,Population in urban agglomerations >1million (%),16.9952623688156,18.1532237830882,17.574243075951898,17.574243075951898,0.47273576779990695
BLZ,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BMU,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BOL,Population in urban agglomerations >1million (%),29.411749835806,31.1529078116536,30.2823288237298,30.2823288237298,0.7108247670673026
BRA,Population in urban agglomerations >1million (%),37.1286549015941,38.6535122967005,37.8910835991473,37.8910835991473,0.6225204247533649
BRB,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BRN,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BTN,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BWA,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CAF,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CAN,Population in urban agglomerations >1million (%),42.225887805211,43.0916099282,42.6587488667055,42.6587488667055,0.35342957672700476
CHE,Population in urban agglomerations >1million (%),15.0069829408239,14.9754441070227,14.9912135239233,14.9912135239233,0.01287567498256377
CHI,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CHL,Population in urban agglomerations >1million (%),34.2098416194223,34.3833284892655,34.2965850543439,34.2965850543439,0.07082571803141409
CHN,Population in urban agglomerations >1million (%),13.6798092892301,16.1890134384684,14.93441136384925,14.93441136384925,1.024378304351368
CIV,Population in urban agglomerations >1million (%),18.2844677789362,19.7788673247231,19.03166755182965,19.03166755182965,0.6100860598374759
CMR,Population in urban agglomerations >1million (%),16.7376640877893,18.5486512188476,17.64315765331845,17.64315765331845,0.7393324003066057
COG,Population in urban agglomerations >1million (%),31.4466002481685,33.1800529664945,32.313326607331504,32.313326607331504,0.7076791088565255
COK,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
COL,Population in urban agglomerations >1million (%),33.7389849946809,35.611469070638,34.67522703265945,34.67522703265945,0.7644384229302938
COM,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CPV,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CRI,Population in urban agglomerations >1million (%),26.3401017559796,28.58867321373,27.4643874848548,27.4643874848548,0.9179754536124377
CUB,Population in urban agglomerations >1million (%),19.6917359948337,19.4319617438473,19.5618488693405,19.5618488693405,0.10605239387172821
CUW,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CYM,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CYP,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CZE,Population in urban agglomerations >1million (%),11.4086904889373,11.3695736192519,11.389132054094599,11.389132054094599,0.01596939517736192
DEU,Population in urban agglomerations >1million (%),7.65945505412967,7.74239657375948,7.7009258139445755,7.7009258139445755,0.033860733597344955
DJI,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
DMA,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
DNK,Population in urban agglomerations >1million (%),20.1810301153533,20.7764691806355,20.4787496479944,20.4787496479944,0.24308698047686012
DOM,Population in urban agglomerations >1million (%),21.1011867247628,21.3824364086225,21.24181156669265,21.24181156669265,0.11481970262922385
DZA,Population in urban agglomerations >1million (%),7.38313608706829,7.63921703939277,7.51117656323053,7.51117656323053,0.10454461100682716
EAP,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ECA,Population in urban agglomerations >1million (%),17.1401863260022,17.8648143417436,17.502500333872902,17.502500333872902,0.2958281486486471
ECU,Population in urban agglomerations >1million (%),27.8219246736114,29.6347003463772,28.7283125099943,28.7283125099943,0.740062569401118
EGY,Population in urban agglomerations >1million (%),20.3432987842628,19.5927049791576,19.9680018817102,19.9680018817102,0.3064286377669641
EMU,Population in urban agglomerations >1million (%),17.7568560564272,17.7517903452333,17.75432320083025,17.75432320083025,0.002068067934893457
ERI,Population in urban agglomerations >1million (%),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ESP,Population in urban agglomerations >1million (%),23.778676309881,23.5592162338717,23.66894627187635,23.66894627187635,0.08959420085586542
